,underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code,dte_days,buckets
284,SPY,2023-08-25,SPY,2023-09-01,493.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6681,0.01,440.78,440.8,0.0,440.79,0.2615,0.0012,0.0003,-0.0032,0.0028,0.0001,0,0.0,6796,0.01,440.04,440.07,0.0,0,,7,7D
285,SPY,2023-08-25,SPY,2023-09-01,493.0,P,0.0,0.0,0.0,0.0,0,10,52.09,10,52.32,440.78,440.8,0.0,440.79,0.3907,-0.9922,0.0026,-0.0855,0.0134,-0.0082,25,52.39,91,53.56,440.04,440.07,0.0,0,,7,7D
286,SPY,2023-08-25,SPY,2023-09-01,494.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6681,0.01,440.78,440.8,0.0,440.79,0.2658,0.0012,0.0002,-0.0032,0.0028,0.0001,0,0.0,6697,0.01,440.04,440.07,0.0,344,,7,7D
287,SPY,2023-08-25,SPY,2023-09-01,494.0,P,0.0,0.0,0.0,0.0,0,10,53.07,10,53.32,440.78,440.8,0.0,440.79,0.3831,-0.9961,0.0018,-0.0756,0.0069,-0.0005,25,53.39,91,54.56,440.04,440.07,0.0,0,,7,7D
288,SPY,2023-08-25,SPY,2023-09-01,495.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7236,0.01,440.78,440.8,0.0,440.79,0.2702,0.0012,0.0002,-0.0032,0.0027,0.0001,0,0.0,7336,0.01,440.04,440.07,0.0,749,,7,7D
289,SPY,2023-08-25,SPY,2023-09-01,495.0,P,0.0,0.0,0.0,0.0,0,10,54.07,10,54.32,440.78,440.8,0.0,440.79,0.3889,-0.9962,0.0018,-0.0756,0.0068,-0.0005,25,54.39,91,55.56,440.04,440.07,0.0,0,,7,7D
290,SPY,2023-08-25,SPY,2023-09-01,496.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6681,0.01,440.78,440.8,0.0,440.79,0.2745,0.0012,0.0002,-0.0032,0.0027,0.0001,0,0.0,7335,0.01,440.04,440.07,0.0,319,,7,7D
291,SPY,2023-08-25,SPY,2023-09-01,496.0,P,0.0,0.0,0.0,0.0,0,10,55.07,10,55.32,440.78,440.8,0.0,440.79,0.3946,-0.9962,0.0018,-0.0756,0.0067,-0.0005,25,55.39,91,56.56,440.04,440.07,0.0,0,,7,7D
292,SPY,2023-08-25,SPY,2023-09-01,497.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6681,0.01,440.78,440.8,0.0,440.79,0.2789,0.0012,0.0002,-0.0032,0.0026,0.0001,0,0.0,7335,0.01,440.04,440.07,0.0,0,,7,7D
293,SPY,2023-08-25,SPY,2023-09-01,497.0,P,0.0,0.0,0.0,0.0,0,10,56.07,10,56.32,440.78,440.8,0.0,440.79,0.4003,-0.9963,0.0017,-0.0756,0.0066,-0.0005,25,56.39,91,57.56,440.04,440.07,0.0,0,,7,7D
294,SPY,2023-08-25,SPY,2023-09-01,498.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6681,0.01,440.78,440.8,0.0,440.79,0.2832,0.0011,0.0002,-0.0032,0.0026,0.0001,0,0.0,7335,0.01,440.04,440.07,0.0,1970,,7,7D
295,SPY,2023-08-25,SPY,2023-09-01,498.0,P,0.0,0.0,0.0,0.0,0,10,57.07,10,57.32,440.78,440.8,0.0,440.79,0.406,-0.9963,0.0017,-0.0756,0.0066,-0.0005,25,57.39,91,58.56,440.04,440.07,0.0,0,,7,7D
296,SPY,2023-08-25,SPY,2023-09-01,499.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6681,0.01,440.78,440.8,0.0,440.79,0.2875,0.0011,0.0002,-0.0032,0.0026,0.0001,0,0.0,7335,0.01,440.04,440.07,0.0,0,,7,7D
297,SPY,2023-08-25,SPY,2023-09-01,499.0,P,0.0,0.0,0.0,0.0,0,10,58.07,10,58.32,440.78,440.8,0.0,440.79,0.4117,-0.9963,0.0016,-0.0756,0.0065,-0.0005,25,58.39,91,59.56,440.04,440.07,0.0,0,,7,7D
298,SPY,2023-08-25,SPY,2023-09-01,500.0,C,0.01,0.01,0.01,0.01,1,0,0.0,7054,0.01,440.78,440.8,0.0,440.79,0.2917,0.0011,0.0002,-0.0032,0.0025,0.0001,0,0.0,7505,0.01,440.04,440.07,0.01,3161,,7,7D
299,SPY,2023-08-25,SPY,2023-09-01,500.0,P,64.21,64.21,60.12,60.12,15,10,59.07,10,59.32,440.78,440.8,0.0,440.79,0.4173,-0.9964,0.0016,-0.0756,0.0064,-0.0005,25,59.39,25,60.55,440.04,440.07,62.8467,0,,7,7D
300,SPY,2023-08-25,SPY,2023-09-01,502.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6700,0.01,440.78,440.8,0.0,440.79,0.3003,0.0011,0.0002,-0.0032,0.0024,0.0001,0,0.0,7354,0.01,440.04,440.07,0.0,891,,7,7D
301,SPY,2023-08-25,SPY,2023-09-01,502.0,P,0.0,0.0,0.0,0.0,0,10,61.07,10,61.32,440.78,440.8,0.0,440.79,0.4285,-0.9965,0.0015,-0.0756,0.0062,-0.0005,25,61.39,25,62.55,440.04,440.07,0.0,0,,7,7D
302,SPY,2023-08-25,SPY,2023-09-01,504.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6700,0.01,440.78,440.8,0.0,440.79,0.3087,0.0011,0.0002,-0.0032,0.0024,0.0001,0,0.0,7354,0.01,440.04,440.07,0.0,25,,7,7D
303,SPY,2023-08-25,SPY,2023-09-01,504.0,P,0.0,0.0,0.0,0.0,0,20,63.06,10,63.32,440.78,440.8,0.0,440.79,0.0,-0.9762,0.0026,-0.1514,0.0339,-0.0269,25,63.39,91,64.56,440.04,440.07,0.0,0,,7,7D
304,SPY,2023-08-25,SPY,2023-09-01,505.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7274,0.01,440.78,440.8,0.0,440.79,0.3129,0.001,0.0002,-0.0032,0.0023,0.0001,0,0.0,7355,0.01,440.04,440.07,0.0,598,,7,7D
305,SPY,2023-08-25,SPY,2023-09-01,505.0,P,0.0,0.0,0.0,0.0,0,20,64.06,10,64.32,440.78,440.8,0.0,440.79,0.0,-0.9765,0.0025,-0.1516,0.0336,-0.0269,25,64.39,25,65.39,440.04,440.07,0.0,0,,7,7D
306,SPY,2023-08-25,SPY,2023-09-01,510.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7367,0.01,440.78,440.8,0.0,440.79,0.3338,0.001,0.0002,-0.0032,0.0022,0.0001,0,0.0,7355,0.01,440.04,440.07,0.0,273,,7,7D
307,SPY,2023-08-25,SPY,2023-09-01,510.0,P,0.0,0.0,0.0,0.0,0,20,69.06,10,69.32,440.78,440.8,0.0,440.79,0.0,-0.9776,0.0023,-0.1528,0.0322,-0.0267,25,69.39,25,70.55,440.04,440.07,0.0,0,,7,7D
308,SPY,2023-08-25,SPY,2023-09-01,515.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7431,0.01,440.78,440.8,0.0,440.79,0.3543,0.0009,0.0001,-0.0033,0.0021,0.0001,0,0.0,7355,0.01,440.04,440.07,0.0,332,,7,7D
309,SPY,2023-08-25,SPY,2023-09-01,515.0,P,0.0,0.0,0.0,0.0,0,20,74.06,10,74.31,440.78,440.8,0.0,440.79,0.0,-0.9796,0.0021,-0.1493,0.0298,-0.026,25,74.37,25,75.55,440.04,440.07,0.0,0,,7,7D
310,SPY,2023-08-25,SPY,2023-09-01,520.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7491,0.01,440.78,440.8,0.0,440.79,0.3746,0.0009,0.0001,-0.0033,0.002,0.0001,0,0.0,7355,0.01,440.04,440.07,0.0,100,,7,7D
311,SPY,2023-08-25,SPY,2023-09-01,520.0,P,0.0,0.0,0.0,0.0,0,20,79.06,10,79.31,440.78,440.8,0.0,440.79,0.0,-0.9804,0.0019,-0.1501,0.0287,-0.0262,25,79.39,25,80.55,440.04,440.07,0.0,0,,7,7D
312,SPY,2023-08-25,SPY,2023-09-01,525.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7533,0.01,440.78,440.8,0.0,440.79,0.3946,0.0008,0.0001,-0.0033,0.0019,0.0001,0,0.0,7355,0.01,440.04,440.07,0.0,3345,,7,7D
313,SPY,2023-08-25,SPY,2023-09-01,525.0,P,0.0,0.0,0.0,0.0,0,20,84.06,10,84.31,440.78,440.8,0.0,440.79,0.0,-0.9812,0.0017,-0.1509,0.0277,-0.0263,25,84.37,91,85.55,440.04,440.07,0.0,0,,7,7D
314,SPY,2023-08-25,SPY,2023-09-01,530.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7551,0.01,440.78,440.8,0.0,440.79,0.4143,0.0008,0.0001,-0.0033,0.0018,0.0001,0,0.0,7355,0.01,440.04,440.07,0.0,8524,,7,7D
315,SPY,2023-08-25,SPY,2023-09-01,530.0,P,0.0,0.0,0.0,0.0,0,20,89.06,10,89.31,440.78,440.8,0.0,440.79,0.0,-0.9819,0.0016,-0.1517,0.0267,-0.0264,25,89.38,91,90.55,440.04,440.07,0.0,0,,7,7D
316,SPY,2023-08-25,SPY,2023-09-01,540.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7575,0.01,440.78,440.8,0.0,440.79,0.4529,0.0007,0.0001,-0.0033,0.0017,0.0001,0,0.0,7355,0.01,440.04,440.07,0.0,4297,,7,7D
317,SPY,2023-08-25,SPY,2023-09-01,540.0,P,0.0,0.0,0.0,0.0,0,10,99.06,10,99.31,440.78,440.8,0.0,440.79,0.0,-0.9831,0.0014,-0.153,0.0252,-0.0265,25,99.39,25,100.54,440.04,440.07,0.0,0,,7,7D
318,SPY,2023-08-25,SPY,2023-09-08,300.0,C,0.0,0.0,0.0,0.0,0,10,141.27,10,141.53,440.78,440.8,0.0,440.79,0.0,0.9962,0.0002,-0.0023,0.0099,0.1163,25,140.08,25,141.24,440.04,440.07,0.0,31,,14,14D
319,SPY,2023-08-25,SPY,2023-09-08,300.0,P,0.01,0.01,0.01,0.01,15,4003,0.01,8027,0.02,440.78,440.8,0.0,440.79,0.6518,-0.001,0.0001,-0.0057,0.003,-0.0002,714,0.01,5101,0.02,440.04,440.07,0.01,1299,,14,14D
320,SPY,2023-08-25,SPY,2023-09-08,305.0,C,133.18,133.18,133.18,133.18,1,10,136.28,10,136.56,440.78,440.8,0.0,440.79,0.0,0.9949,0.0002,-0.0104,0.0129,0.1179,88,135.09,25,136.25,440.04,440.07,133.18,0,,14,14D
321,SPY,2023-08-25,SPY,2023-09-08,305.0,P,0.0,0.0,0.0,0.0,0,3984,0.01,6139,0.02,440.78,440.8,0.0,440.79,0.6258,-0.001,0.0001,-0.0056,0.0031,-0.0002,2332,0.01,4216,0.02,440.04,440.07,0.0,1573,,14,14D
322,SPY,2023-08-25,SPY,2023-09-08,310.0,C,0.0,0.0,0.0,0.0,0,10,131.29,10,131.57,440.78,440.8,0.0,440.79,0.0,0.9947,0.0002,-0.0109,0.0134,0.1197,88,130.1,25,131.28,440.04,440.07,0.0,1,,14,14D
323,SPY,2023-08-25,SPY,2023-09-08,310.0,P,0.02,0.02,0.02,0.02,25,5077,0.01,5044,0.02,440.78,440.8,0.0,440.79,0.6001,-0.0011,0.0001,-0.0056,0.0032,-0.0002,3237,0.01,3718,0.02,440.04,440.07,0.02,2499,,14,14D
324,SPY,2023-08-25,SPY,2023-09-08,315.0,C,0.0,0.0,0.0,0.0,0,10,126.3,10,126.57,440.78,440.8,0.0,440.79,0.0,0.9954,0.0002,-0.0064,0.0119,0.1217,88,125.11,25,126.27,440.04,440.07,0.0,2,,14,14D
325,SPY,2023-08-25,SPY,2023-09-08,315.0,P,0.02,0.02,0.01,0.01,353,6368,0.01,3894,0.02,440.78,440.8,0.0,440.79,0.5748,-0.0011,0.0001,-0.0056,0.0034,-0.0002,3936,0.01,3759,0.02,440.04,440.07,0.0199,776,,14,14D
326,SPY,2023-08-25,SPY,2023-09-08,320.0,C,0.0,0.0,0.0,0.0,0,10,121.32,10,121.59,440.78,440.8,0.0,440.79,0.0,0.9939,0.0003,-0.0142,0.0152,0.1233,25,120.13,25,121.29,440.04,440.07,0.0,1,,14,14D
327,SPY,2023-08-25,SPY,2023-09-08,320.0,P,0.0,0.0,0.0,0.0,0,1277,0.02,9734,0.03,440.78,440.8,0.0,440.79,0.5752,-0.0018,0.0001,-0.0087,0.0051,-0.0003,365,0.02,6690,0.03,440.04,440.07,0.0,1342,,14,14D
328,SPY,2023-08-25,SPY,2023-09-08,325.0,C,0.0,0.0,0.0,0.0,0,10,116.33,10,116.61,440.78,440.8,0.0,440.79,0.0,0.9936,0.0003,-0.0147,0.0158,0.1251,88,115.14,25,116.32,440.04,440.07,0.0,0,,14,14D
329,SPY,2023-08-25,SPY,2023-09-08,325.0,P,0.03,0.03,0.03,0.03,5,3869,0.02,8465,0.03,440.78,440.8,0.0,440.79,0.5496,-0.0019,0.0001,-0.0087,0.0053,-0.0003,484,0.02,5665,0.03,440.04,440.07,0.03,5507,,14,14D
330,SPY,2023-08-25,SPY,2023-09-08,330.0,C,0.0,0.0,0.0,0.0,0,10,111.34,10,111.61,440.78,440.8,0.0,440.79,0.0,0.9943,0.0003,-0.0103,0.0144,0.1271,25,110.16,25,111.32,440.04,440.07,0.0,0,,14,14D
331,SPY,2023-08-25,SPY,2023-09-08,330.0,P,0.02,0.02,0.02,0.02,10,4034,0.02,5998,0.03,440.78,440.8,0.0,440.79,0.5244,-0.002,0.0001,-0.0086,0.0056,-0.0003,2065,0.02,4080,0.03,440.04,440.07,0.02,1388,,14,14D
332,SPY,2023-08-25,SPY,2023-09-08,335.0,C,0.0,0.0,0.0,0.0,0,10,106.36,10,106.64,440.78,440.8,0.0,440.79,0.0,0.9926,0.0004,-0.0178,0.018,0.1286,88,105.17,25,106.36,440.04,440.07,0.0,2,,14,14D
333,SPY,2023-08-25,SPY,2023-09-08,335.0,P,0.03,0.03,0.03,0.03,23,6054,0.02,3760,0.03,440.78,440.8,0.0,440.79,0.4994,-0.0021,0.0002,-0.0086,0.0058,-0.0003,3559,0.02,3620,0.03,440.04,440.07,0.03,1122,,14,14D
334,SPY,2023-08-25,SPY,2023-09-08,340.0,C,0.0,0.0,0.0,0.0,0,10,101.37,10,101.64,440.78,440.8,0.0,440.79,0.0,0.9933,0.0004,-0.0136,0.0166,0.1306,88,100.18,25,101.35,440.04,440.07,0.0,4,,14,14D
335,SPY,2023-08-25,SPY,2023-09-08,340.0,P,0.04,0.04,0.04,0.04,20,6368,0.02,3504,0.03,440.78,440.8,0.0,440.79,0.4747,-0.0022,0.0002,-0.0085,0.0061,-0.0004,5134,0.02,1675,0.03,440.04,440.07,0.04,1237,,14,14D
336,SPY,2023-08-25,SPY,2023-09-08,345.0,C,0.0,0.0,0.0,0.0,0,10,96.39,10,96.66,440.78,440.8,0.0,440.79,0.0,0.9914,0.0005,-0.0208,0.0207,0.1321,88,95.2,25,96.39,440.04,440.07,0.0,1,,14,14D
337,SPY,2023-08-25,SPY,2023-09-08,345.0,P,0.03,0.04,0.03,0.04,3,4090,0.03,5089,0.04,440.78,440.8,0.0,440.79,0.4653,-0.003,0.0002,-0.0114,0.0082,-0.0005,2155,0.03,3913,0.04,440.04,440.07,0.0333,1021,,14,14D
338,SPY,2023-08-25,SPY,2023-09-08,350.0,C,0.0,0.0,0.0,0.0,0,10,91.4,10,91.67,440.78,440.8,0.0,440.79,0.0,0.9921,0.0005,-0.0167,0.0193,0.1341,25,90.22,25,91.38,440.04,440.07,0.0,12,,14,14D
339,SPY,2023-08-25,SPY,2023-09-08,350.0,P,0.04,0.04,0.04,0.04,10,6368,0.03,3500,0.04,440.78,440.8,0.0,440.79,0.4405,-0.0032,0.0003,-0.0113,0.0086,-0.0005,4591,0.03,3333,0.04,440.04,440.07,0.04,761,,14,14D
340,SPY,2023-08-25,SPY,2023-09-08,355.0,C,85.63,85.63,85.63,85.63,4,10,86.42,10,86.7,440.78,440.8,0.0,440.79,0.0,0.99,0.0006,-0.0236,0.0237,0.1357,88,85.23,25,86.42,440.04,440.07,85.63,3,,14,14D
341,SPY,2023-08-25,SPY,2023-09-08,355.0,P,0.05,0.05,0.05,0.05,188,3740,0.04,5499,0.05,440.78,440.8,0.0,440.79,0.427,-0.0041,0.0003,-0.0139,0.0108,-0.0007,1480,0.04,4015,0.05,440.04,440.07,0.05,1419,,14,14D
342,SPY,2023-08-25,SPY,2023-09-08,360.0,C,0.0,0.0,0.0,0.0,0,10,81.43,10,81.7,440.78,440.8,0.0,440.79,0.0,0.9907,0.0006,-0.0196,0.0225,0.1376,88,80.25,25,81.41,440.04,440.07,0.0,5,,14,14D
343,SPY,2023-08-25,SPY,2023-09-08,360.0,P,0.06,0.06,0.05,0.05,271,5827,0.04,3500,0.05,440.78,440.8,0.0,440.79,0.4021,-0.0043,0.0004,-0.0138,0.0114,-0.0007,4648,0.04,1935,0.05,440.04,440.07,0.0561,11497,,14,14D
344,SPY,2023-08-25,SPY,2023-09-08,365.0,C,76.87,76.87,76.87,76.87,10,10,76.45,10,76.73,440.78,440.8,0.0,440.79,0.3113,0.9993,0.0001,0.0,0.0026,0.1409,25,75.27,25,76.43,440.04,440.07,76.87,19,,14,14D
345,SPY,2023-08-25,SPY,2023-09-08,365.0,P,0.07,0.07,0.06,0.06,311,4577,0.05,3741,0.06,440.78,440.8,0.0,440.79,0.3861,-0.0054,0.0005,-0.0162,0.0139,-0.0009,3435,0.05,3276,0.06,440.04,440.07,0.0614,36222,,14,14D
346,SPY,2023-08-25,SPY,2023-09-08,370.0,C,0.0,0.0,0.0,0.0,0,10,71.47,10,71.75,440.78,440.8,0.0,440.79,0.3168,0.9981,0.0002,0.0,0.0059,0.1426,88,70.28,25,71.45,440.04,440.07,0.0,3,,14,14D
347,SPY,2023-08-25,SPY,2023-09-08,370.0,P,0.07,0.08,0.06,0.06,23,3711,0.06,5535,0.07,440.78,440.8,0.0,440.79,0.3682,-0.0065,0.0006,-0.0185,0.0165,-0.0011,493,0.06,4207,0.07,440.04,440.07,0.0748,1478,,14,14D
348,SPY,2023-08-25,SPY,2023-09-08,375.0,C,0.0,0.0,0.0,0.0,0,10,66.49,10,66.77,440.78,440.8,0.0,440.79,0.309,0.9969,0.0004,0.0,0.009,0.1442,88,65.3,25,66.46,440.04,440.07,0.0,28,,14,14D
349,SPY,2023-08-25,SPY,2023-09-08,375.0,P,0.1,0.1,0.09,0.09,15,2374,0.07,8593,0.08,440.78,440.8,0.0,440.79,0.3491,-0.0078,0.0007,-0.0206,0.0194,-0.0013,192,0.07,5778,0.08,440.04,440.07,0.0913,56102,,14,14D
350,SPY,2023-08-25,SPY,2023-09-08,380.0,C,59.7,61.9,59.7,61.9,12,10,61.51,10,61.79,440.78,440.8,0.0,440.79,0.2961,0.9956,0.0005,-0.0012,0.0121,0.1459,88,60.32,25,61.51,440.04,440.07,61.5333,12,,14,14D
351,SPY,2023-08-25,SPY,2023-09-08,380.0,P,0.1,0.12,0.08,0.09,48,1184,0.08,8660,0.09,440.78,440.8,0.0,440.79,0.3289,-0.0092,0.0009,-0.0226,0.0225,-0.0015,4310,0.07,421,0.08,440.04,440.07,0.0952,83086,,14,14D
352,SPY,2023-08-25,SPY,2023-09-08,385.0,C,56.81,56.81,56.81,56.81,1,10,56.53,10,56.81,440.78,440.8,0.0,440.79,0.2804,0.9942,0.0007,-0.0043,0.0155,0.1475,88,55.34,25,56.5,440.04,440.07,56.81,11,,14,14D
353,SPY,2023-08-25,SPY,2023-09-08,385.0,P,0.13,0.13,0.09,0.09,10,1509,0.09,8338,0.1,440.78,440.8,0.0,440.79,0.3079,-0.0108,0.0011,-0.0245,0.0259,-0.0018,4051,0.08,102,0.09,440.04,440.07,0.105,1655,,14,14D
354,SPY,2023-08-25,SPY,2023-09-08,390.0,C,0.0,0.0,0.0,0.0,0,10,51.56,10,51.83,440.78,440.8,0.0,440.79,0.2656,0.9921,0.0009,-0.0083,0.0203,0.149,88,50.37,25,51.53,440.04,440.07,0.0,0,,14,14D
355,SPY,2023-08-25,SPY,2023-09-08,390.0,P,0.14,0.15,0.1,0.1,459,3409,0.1,4012,0.11,440.78,440.8,0.0,440.79,0.2861,-0.0126,0.0013,-0.0262,0.0297,-0.002,1926,0.1,3051,0.11,440.04,440.07,0.1175,109625,,14,14D
356,SPY,2023-08-25,SPY,2023-09-08,394.0,C,0.0,0.0,0.0,0.0,0,10,47.59,10,47.85,440.78,440.8,0.0,440.79,0.2541,0.9897,0.0012,-0.0124,0.0255,0.1501,88,46.39,25,47.58,440.04,440.07,0.0,0,,14,14D
357,SPY,2023-08-25,SPY,2023-09-08,394.0,P,0.17,0.17,0.11,0.11,202,4416,0.11,2803,0.12,440.78,440.8,0.0,440.79,0.269,-0.0144,0.0016,-0.0278,0.0335,-0.0023,2917,0.11,1143,0.12,440.04,440.07,0.1155,157,,14,14D
358,SPY,2023-08-25,SPY,2023-09-08,395.0,C,0.0,0.0,0.0,0.0,0,10,46.59,10,46.85,440.78,440.8,0.0,440.79,0.2503,0.9892,0.0013,-0.0131,0.0266,0.1504,88,45.4,25,46.58,440.04,440.07,0.0,10,,14,14D
359,SPY,2023-08-25,SPY,2023-09-08,395.0,P,0.18,0.18,0.13,0.13,476,1858,0.12,4741,0.13,440.78,440.8,0.0,440.79,0.2667,-0.0156,0.0017,-0.0297,0.0359,-0.0025,124,0.12,3244,0.13,440.04,440.07,0.1325,37822,,14,14D
360,SPY,2023-08-25,SPY,2023-09-08,396.0,C,0.0,0.0,0.0,0.0,0,10,45.6,10,45.86,440.78,440.8,0.0,440.79,0.2465,0.9887,0.0014,-0.0138,0.0277,0.1507,88,44.4,25,45.56,440.04,440.07,0.0,0,,14,14D
361,SPY,2023-08-25,SPY,2023-09-08,396.0,P,0.0,0.0,0.0,0.0,0,3248,0.12,3773,0.13,440.78,440.8,0.0,440.79,0.2615,-0.0159,0.0018,-0.0296,0.0365,-0.0026,2880,0.12,1853,0.13,440.04,440.07,0.0,37,,14,14D
362,SPY,2023-08-25,SPY,2023-09-08,397.0,C,0.0,0.0,0.0,0.0,0,10,44.6,10,44.87,440.78,440.8,0.0,440.79,0.2427,0.9882,0.0015,-0.0145,0.0288,0.1509,88,43.41,25,44.57,440.04,440.07,0.0,0,,14,14D
363,SPY,2023-08-25,SPY,2023-09-08,397.0,P,0.18,0.19,0.14,0.14,113,4505,0.12,160,0.13,440.78,440.8,0.0,440.79,0.2562,-0.0162,0.0018,-0.0294,0.0371,-0.0026,3340,0.12,124,0.13,440.04,440.07,0.1813,155,,14,14D
364,SPY,2023-08-25,SPY,2023-09-08,398.0,C,0.0,0.0,0.0,0.0,0,10,43.61,10,43.87,440.78,440.8,0.0,440.79,0.2406,0.9871,0.0016,-0.0162,0.0311,0.1511,88,42.42,25,43.6,440.04,440.07,0.0,0,,14,14D
365,SPY,2023-08-25,SPY,2023-09-08,398.0,P,0.23,0.23,0.16,0.16,4,3179,0.13,3636,0.14,440.78,440.8,0.0,440.79,0.2539,-0.0175,0.002,-0.0312,0.0395,-0.0028,2365,0.13,2165,0.14,440.04,440.07,0.1775,87,,14,14D
366,SPY,2023-08-25,SPY,2023-09-08,399.0,C,0.0,0.0,0.0,0.0,0,10,42.62,10,42.88,440.78,440.8,0.0,440.79,0.2365,0.9865,0.0017,-0.0168,0.0323,0.1514,25,41.43,25,42.59,440.04,440.07,0.0,0,,14,14D
367,SPY,2023-08-25,SPY,2023-09-08,399.0,P,0.22,0.22,0.15,0.15,12,5224,0.13,2006,0.14,440.78,440.8,0.0,440.79,0.2486,-0.0178,0.002,-0.0311,0.0402,-0.0029,2913,0.13,456,0.14,440.04,440.07,0.1908,53,,14,14D
368,SPY,2023-08-25,SPY,2023-09-08,400.0,C,0.0,0.0,0.0,0.0,0,10,41.63,10,41.88,440.78,440.8,0.0,440.79,0.2341,0.9854,0.0018,-0.0184,0.0346,0.1516,88,40.43,25,41.6,440.04,440.07,0.0,25,,14,14D
369,SPY,2023-08-25,SPY,2023-09-08,400.0,P,0.21,0.25,0.15,0.15,11481,3084,0.14,3506,0.15,440.78,440.8,0.0,440.79,0.2459,-0.0191,0.0022,-0.0328,0.0428,-0.0031,1982,0.14,2034,0.15,440.04,440.07,0.2072,22029,,14,14D
370,SPY,2023-08-25,SPY,2023-09-08,401.0,C,0.0,0.0,0.0,0.0,0,10,40.63,10,40.88,440.78,440.8,0.0,440.79,0.225,0.9864,0.0018,-0.0161,0.0326,0.1521,88,39.44,25,40.62,440.04,440.07,0.0,0,,14,14D
371,SPY,2023-08-25,SPY,2023-09-08,401.0,P,0.21,0.21,0.2,0.2,92,3916,0.14,169,0.15,440.78,440.8,0.0,440.79,0.2405,-0.0195,0.0023,-0.0327,0.0436,-0.0032,150,0.15,3880,0.16,440.04,440.07,0.2001,61,,14,14D
372,SPY,2023-08-25,SPY,2023-09-08,402.0,C,0.0,0.0,0.0,0.0,0,10,39.64,10,39.89,440.78,440.8,0.0,440.79,0.2225,0.9852,0.0019,-0.0177,0.035,0.1523,88,38.45,25,39.61,440.04,440.07,0.0,0,,14,14D
373,SPY,2023-08-25,SPY,2023-09-08,402.0,P,0.21,0.21,0.15,0.15,93,3134,0.15,2779,0.16,440.78,440.8,0.0,440.79,0.2377,-0.0209,0.0024,-0.0343,0.0462,-0.0034,2685,0.15,1564,0.16,440.04,440.07,0.2094,46,,14,14D
374,SPY,2023-08-25,SPY,2023-09-08,403.0,C,0.0,0.0,0.0,0.0,0,10,38.65,10,38.91,440.78,440.8,0.0,440.79,0.2227,0.9829,0.0022,-0.0212,0.0395,0.1523,88,37.46,25,38.64,440.04,440.07,0.0,1,,14,14D
375,SPY,2023-08-25,SPY,2023-09-08,403.0,P,0.23,0.23,0.19,0.21,19,1300,0.16,4083,0.17,440.78,440.8,0.0,440.79,0.2346,-0.0224,0.0026,-0.0359,0.0489,-0.0036,729,0.16,2475,0.17,440.04,440.07,0.2184,71,,14,14D
376,SPY,2023-08-25,SPY,2023-09-08,404.0,C,0.0,0.0,0.0,0.0,0,10,37.66,10,37.92,440.78,440.8,0.0,440.79,0.2197,0.9816,0.0024,-0.0227,0.0419,0.1525,25,36.47,25,37.63,440.04,440.07,0.0,0,,14,14D
377,SPY,2023-08-25,SPY,2023-09-08,404.0,P,0.24,0.27,0.16,0.19,101,3949,0.16,1822,0.17,440.78,440.8,0.0,440.79,0.2291,-0.0228,0.0027,-0.0357,0.0498,-0.0037,150,0.17,3542,0.18,440.04,440.07,0.1954,180,,14,14D
378,SPY,2023-08-25,SPY,2023-09-08,405.0,C,0.0,0.0,0.0,0.0,0,10,36.67,10,36.92,440.78,440.8,0.0,440.79,0.2164,0.9803,0.0025,-0.0241,0.0443,0.1526,25,35.48,25,36.64,440.04,440.07,0.0,35,,14,14D
379,SPY,2023-08-25,SPY,2023-09-08,405.0,P,0.27,0.34,0.17,0.17,360,2803,0.17,2386,0.18,440.78,440.8,0.0,440.79,0.2259,-0.0243,0.0029,-0.0372,0.0525,-0.0039,2470,0.17,777,0.18,440.04,440.07,0.2323,54955,,14,14D
380,SPY,2023-08-25,SPY,2023-09-08,406.0,C,0.0,0.0,0.0,0.0,0,10,35.68,10,35.93,440.78,440.8,0.0,440.79,0.2131,0.979,0.0027,-0.0255,0.0469,0.1528,88,34.49,25,35.67,440.04,440.07,0.0,2,,14,14D
