,underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code,dte_days,buckets,T,D,F,mid,spread,Ctilde,iv,vega,k,w_base
464,SPY,2023-08-25,SPY,2023-09-08,447.0,C,1.62,2.22,0.91,1.62,5713,132,1.83,126,1.84,440.78,440.8,0.0,440.79,0.1127,0.3016,0.0356,-0.1218,0.3044,0.0503,144,1.61,147,1.63,440.04,440.07,1.5819,2522,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,1.835,0.010000000000000009,1.8259932245014745,0.11707196024545305,29.628622064765572,0.012886809052621405,7345495.246910949
466,SPY,2023-08-25,SPY,2023-09-08,447.5,C,1.61,2.04,0.81,1.46,1134,202,1.66,378,1.68,440.78,440.8,0.0,440.79,0.1121,0.2832,0.0348,-0.1175,0.2961,0.0472,311,1.46,143,1.48,440.04,440.07,1.4989,1825,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,1.67,0.020000000000000018,1.6618030980476635,0.11614369010483311,28.72344669415947,0.01400475215396267,2062590.9749805478
468,SPY,2023-08-25,SPY,2023-09-08,448.0,C,1.35,1.86,0.71,1.31,1638,258,1.51,419,1.53,440.78,440.8,0.0,440.79,0.1115,0.2652,0.0339,-0.113,0.2874,0.0443,116,1.33,116,1.34,440.04,440.07,1.367,3694,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,1.52,0.020000000000000018,1.512539346726017,0.11540330357003771,27.771137066308338,0.015121446854037586,1928090.1348892087
470,SPY,2023-08-25,SPY,2023-09-08,449.0,C,1.13,1.55,0.61,1.08,1766,389,1.24,72,1.25,440.78,440.8,0.0,440.79,0.1103,0.2307,0.0318,-0.1035,0.2683,0.0385,416,1.08,328,1.1,440.04,440.07,0.9825,5328,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,1.245,0.010000000000000009,1.2388891359696654,0.11382269182655465,25.687496681014824,0.01735110218130679,6598474.857371464
472,SPY,2023-08-25,SPY,2023-09-08,450.0,C,0.93,1.3,0.47,0.89,3344,418,1.01,190,1.02,440.78,440.8,0.0,440.79,0.1092,0.1975,0.0293,-0.0932,0.2469,0.0329,516,0.87,250,0.89,440.04,440.07,0.871,7382,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,1.0150000000000001,0.010000000000000009,1.0100180506098075,0.1126285271856759,23.482118298443837,0.019575797203418007,5514098.797821098
474,SPY,2023-08-25,SPY,2023-09-08,451.0,C,0.76,1.05,0.36,0.7,2085,88,0.82,671,0.83,440.78,440.8,0.0,440.79,0.1083,0.1689,0.0268,-0.0836,0.2255,0.0281,229,0.7,174,0.71,440.04,440.07,0.6985,3118,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.825,0.010000000000000009,0.8209506322690553,0.1118021760123999,21.23678791003741,0.02179555394173077,4510011.607359103
476,SPY,2023-08-25,SPY,2023-09-08,452.0,C,0.61,0.81,0.31,0.56,998,592,0.65,225,0.66,440.78,440.8,0.0,440.79,0.1073,0.1416,0.0241,-0.0733,0.2027,0.0236,662,0.55,364,0.57,440.04,440.07,0.5319,6166,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.655,0.010000000000000009,0.651785047437856,0.11054954215786776,18.865569980834106,0.024010394271283677,3559097.3070174833
478,SPY,2023-08-25,SPY,2023-09-08,452.5,C,0.6,0.64,0.31,0.5,358,600,0.58,401,0.59,440.78,440.8,0.0,440.79,0.1072,0.1294,0.0227,-0.0687,0.1914,0.0215,557,0.49,162,0.5,440.04,440.07,0.3868,3984,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.585,0.010000000000000009,0.5821286301544211,0.11017667617003875,17.732456838600875,0.025115977579033336,3144400.2553284233
480,SPY,2023-08-25,SPY,2023-09-08,453.0,C,0.51,0.56,0.24,0.45,859,460,0.52,1283,0.53,440.78,440.8,0.0,440.79,0.1071,0.1186,0.0213,-0.0644,0.1809,0.0197,162,0.44,570,0.45,440.04,440.07,0.3827,5904,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.525,0.010000000000000009,0.5224231296257625,0.11004522357742076,16.664849778738947,0.02622033992208658,2777172.1814793507
482,SPY,2023-08-25,SPY,2023-09-08,454.0,C,0.4,0.5,0.2,0.34,326,243,0.41,1373,0.42,440.78,440.8,0.0,440.79,0.1065,0.0983,0.0187,-0.0556,0.1598,0.0163,258,0.34,284,0.35,440.04,440.07,0.3163,4510,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.415,0.010000000000000009,0.41296304532322176,0.10943938242537311,14.512913604552686,0.0284254124804004,2106246.6129321004
484,SPY,2023-08-25,SPY,2023-09-08,455.0,C,0.31,0.39,0.15,0.27,657,394,0.32,1270,0.33,440.78,440.8,0.0,440.79,0.1063,0.0804,0.0162,-0.0475,0.1392,0.0133,1509,0.26,251,0.27,440.04,440.07,0.2922,6955,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.325,0.010000000000000009,0.3234047945302339,0.10888630254168638,12.482556668297988,0.0306256333900029,1558142.2097727028
486,SPY,2023-08-25,SPY,2023-09-08,456.0,C,0.24,0.27,0.13,0.22,111,1151,0.25,1914,0.26,440.78,440.8,0.0,440.79,0.1064,0.0656,0.0138,-0.0404,0.1205,0.0109,1763,0.2,269,0.21,440.04,440.07,0.1882,2066,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.255,0.010000000000000009,0.25374837724679894,0.10864867594606446,10.666378425857385,0.03282102395343863,1137716.2872359566
488,SPY,2023-08-25,SPY,2023-09-08,457.0,C,0.2,0.22,0.1,0.15,506,2807,0.19,757,0.2,440.78,440.8,0.0,440.79,0.1058,0.0525,0.0117,-0.0335,0.1027,0.0087,434,0.16,1490,0.17,440.04,440.07,0.1595,2367,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.195,0.010000000000000009,0.19404287671814036,0.10805566719762989,8.928096809014635,0.035011605333257326,797109.1263113716
490,SPY,2023-08-25,SPY,2023-09-08,457.5,C,0.16,0.16,0.09,0.16,14,2256,0.17,2183,0.18,440.78,440.8,0.0,440.79,0.1065,0.0476,0.0107,-0.031,0.0955,0.0078,1117,0.14,1278,0.15,440.04,440.07,0.1386,1297,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.175,0.009999999999999981,0.17414104320858748,0.10839885125516238,8.265818560411192,0.03610509915462845,683237.5647363841
492,SPY,2023-08-25,SPY,2023-09-08,458.0,C,0.17,0.17,0.07,0.14,372,2680,0.15,2386,0.16,440.78,440.8,0.0,440.79,0.1063,0.043,0.0099,-0.0284,0.0885,0.0071,2348,0.12,882,0.13,440.04,440.07,0.1163,1750,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.155,0.010000000000000009,0.15423920969903462,0.10849145159942995,7.5872320991069895,0.037197398553237435,575660.9092571934
494,SPY,2023-08-25,SPY,2023-09-08,459.0,C,0.14,0.14,0.07,0.11,92,2825,0.12,3584,0.13,440.78,440.8,0.0,440.79,0.1072,0.0354,0.0084,-0.0244,0.0766,0.0058,2949,0.09,546,0.1,440.04,440.07,0.0925,1768,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.125,0.010000000000000009,0.12438645943470536,0.10929760424274194,6.474224495371762,0.039378424499597706,419155.82816471666
496,SPY,2023-08-25,SPY,2023-09-08,460.0,C,0.1,0.13,0.05,0.08,1078,3649,0.09,2248,0.1,440.78,440.8,0.0,440.79,0.1071,0.028,0.0069,-0.0198,0.0639,0.0046,3409,0.07,887,0.08,440.04,440.07,0.0752,9253,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.095,0.010000000000000009,0.09453370917037607,0.10907984946278383,5.307844940840012,0.0415547039221933,281732.1791600086
498,SPY,2023-08-25,SPY,2023-09-08,461.0,C,0.09,0.09,0.04,0.06,222,4875,0.07,844,0.08,440.78,440.8,0.0,440.79,0.1078,0.0226,0.0057,-0.0166,0.0542,0.0037,3110,0.06,3913,0.07,440.04,440.07,0.0743,764,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.07500000000000001,0.009999999999999995,0.07463187566082323,0.10965784611937478,4.434441334497399,0.043726257435700994,196642.69949099096
500,SPY,2023-08-25,SPY,2023-09-08,462.0,C,0.07,0.09,0.05,0.06,258,4179,0.06,5114,0.07,440.78,440.8,0.0,440.79,0.11,0.0196,0.005,-0.0149,0.0483,0.0032,2480,0.05,4290,0.06,440.04,440.07,0.0528,4041,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.065,0.010000000000000009,0.06468095890604679,0.11180595272723644,3.9230065252662594,0.04589310552079139,153899.80197281623
502,SPY,2023-08-25,SPY,2023-09-08,462.5,C,0.04,0.06,0.04,0.06,24,6523,0.05,2503,0.06,440.78,440.8,0.0,440.79,0.1096,0.017,0.0044,-0.0131,0.0432,0.0028,3816,0.04,1454,0.05,440.04,440.07,0.0417,880,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.055,0.009999999999999995,0.05473004215127036,0.1113245065988664,3.4649603982724217,0.046974771391532465,120059.50561596193
504,SPY,2023-08-25,SPY,2023-09-08,463.0,C,0.05,0.07,0.04,0.06,120,4457,0.05,5346,0.06,440.78,440.8,0.0,440.79,0.1118,0.0167,0.0043,-0.0131,0.0425,0.0027,3166,0.04,4430,0.05,440.04,440.07,0.0448,857,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.055,0.009999999999999995,0.05473004215127036,0.11351048405833224,3.414023363312029,0.04805526852528669,116555.55525240391
506,SPY,2023-08-25,SPY,2023-09-08,464.0,C,0.02,0.04,0.02,0.03,42,5764,0.04,4826,0.05,440.78,440.8,0.0,440.79,0.113,0.0138,0.0036,-0.0112,0.0365,0.0023,3879,0.03,4061,0.04,440.04,440.07,0.0269,445,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.045,0.010000000000000002,0.044779125396493924,0.11465675139093291,2.9014750110085212,0.05021276666530773,84185.57239506894
508,SPY,2023-08-25,SPY,2023-09-08,465.0,C,0.04,0.05,0.02,0.03,144,6783,0.03,4348,0.04,440.78,440.8,0.0,440.79,0.1133,0.011,0.0029,-0.0092,0.0305,0.0018,2841,0.03,5430,0.04,440.04,440.07,0.0347,1198,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.035,0.010000000000000002,0.034828208641717505,0.11505241613283146,2.377345225121224,0.05236562002640885,56517.70319406681
510,SPY,2023-08-25,SPY,2023-09-08,466.0,C,0.01,0.07,0.01,0.07,278,5404,0.03,6783,0.04,440.78,440.8,0.0,440.79,0.1175,0.0107,0.0028,-0.0092,0.0295,0.0018,4733,0.02,4524,0.03,440.04,440.07,0.0312,4222,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.035,0.010000000000000002,0.034828208641717505,0.11914684038652645,2.3131916767282665,0.05451384856469848,53508.55733284927
512,SPY,2023-08-25,SPY,2023-09-08,467.0,C,0.02,0.03,0.02,0.03,339,6838,0.02,4147,0.03,440.78,440.8,0.0,440.79,0.1168,0.008,0.0021,-0.007,0.0232,0.0013,3571,0.02,4903,0.03,440.04,440.07,0.0269,5960,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.025,0.009999999999999998,0.024877291886941072,0.11827108971134066,1.7807847373149566,0.056657472107949775,31711.942806539002
514,SPY,2023-08-25,SPY,2023-09-08,467.5,C,0.02,0.03,0.02,0.03,112,6783,0.02,5093,0.03,440.78,440.8,0.0,440.79,0.1187,0.0078,0.0021,-0.007,0.0229,0.0013,3151,0.02,5625,0.03,440.04,440.07,0.028,932,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.025,0.009999999999999998,0.024877291886941072,0.12023173889616633,1.757652927496134,0.05772756316779419,30893.438135357315
516,SPY,2023-08-25,SPY,2023-09-08,468.0,C,0.03,0.05,0.02,0.05,43,6783,0.02,6067,0.03,440.78,440.8,0.0,440.79,0.1206,0.0077,0.002,-0.0071,0.0225,0.0013,3115,0.02,6355,0.03,440.04,440.07,0.0307,1358,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.025,0.009999999999999998,0.024877291886941072,0.12218666046979224,1.73523998133897,0.05879651035669927,30110.577928372702
518,SPY,2023-08-25,SPY,2023-09-08,469.0,C,0.01,0.03,0.01,0.02,25,6318,0.02,8479,0.03,440.78,440.8,0.0,440.79,0.1245,0.0075,0.0019,-0.0071,0.0219,0.0012,7143,0.01,2188,0.02,440.04,440.07,0.0228,890,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.025,0.009999999999999998,0.024877291886941072,0.12607969320449994,1.6924343177783565,0.06093098288533196,28643.33919993892
520,SPY,2023-08-25,SPY,2023-09-08,470.0,C,0.02,0.02,0.01,0.01,12,4240,0.02,13307,0.03,440.78,440.8,0.0,440.79,0.1284,0.0073,0.0018,-0.0071,0.0212,0.0012,5603,0.01,4727,0.02,440.04,440.07,0.0183,1462,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.025,0.009999999999999998,0.024877291886941072,0.12995089741618948,1.6521164412887108,0.06306090914315673,27294.887355764753
522,SPY,2023-08-25,SPY,2023-09-08,471.0,C,0.02,0.02,0.02,0.02,1,6773,0.01,4646,0.02,440.78,440.8,0.0,440.79,0.1252,0.0047,0.0013,-0.0046,0.0149,0.0008,4471,0.01,4965,0.02,440.04,440.07,0.02,1358,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.015,0.01,0.014926375132164642,0.12646556128931336,1.1156380640027121,0.06518630845547027,12446.482898517197
524,SPY,2023-08-25,SPY,2023-09-08,472.0,C,0.02,0.02,0.01,0.01,53,6783,0.01,5227,0.02,440.78,440.8,0.0,440.79,0.1289,0.0046,0.0012,-0.0047,0.0145,0.0007,4225,0.01,5132,0.02,440.04,440.07,0.0174,1456,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.015,0.01,0.014926375132164642,0.13012533372368548,1.0900520274696228,0.06730720002460798,11882.134225906353
526,SPY,2023-08-25,SPY,2023-09-08,474.0,C,0.02,0.02,0.02,0.02,2,6783,0.01,6783,0.02,440.78,440.8,0.0,440.79,0.1362,0.0044,0.0011,-0.0047,0.0137,0.0007,3151,0.01,6630,0.02,440.04,440.07,0.02,780,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.015,0.01,0.014926375132164642,0.1373902780411828,1.0428849527915123,0.07153553613412901,10876.090247589547
528,SPY,2023-08-25,SPY,2023-09-08,475.0,C,0.02,0.02,0.01,0.01,11,6783,0.01,6789,0.02,440.78,440.8,0.0,440.79,0.1398,0.0043,0.001,-0.0047,0.0133,0.0007,3120,0.01,7408,0.02,440.04,440.07,0.0109,1717,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.015,0.01,0.014926375132164642,0.14099636630504186,1.0210917296848447,0.0736430184736938,10426.28320430788
530,SPY,2023-08-25,SPY,2023-09-08,476.0,C,0.01,0.02,0.01,0.02,872,5957,0.01,6956,0.02,440.78,440.8,0.0,440.79,0.1434,0.0042,0.001,-0.0047,0.013,0.0007,3093,0.01,7433,0.02,440.04,440.07,0.0128,1399,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.015,0.01,0.014926375132164642,0.14458542946432745,1.0003692422007906,0.07574606867047246,10007.38620741384
532,SPY,2023-08-25,SPY,2023-09-08,478.0,C,0.01,0.01,0.01,0.01,1136,0,0.0,745,0.01,440.78,440.8,0.0,440.79,0.1359,0.0016,0.0004,-0.0018,0.0059,0.0003,0,0.0,3542,0.01,440.04,440.07,0.01,1970,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.13678893126705272,0.4182182946060917,0.07993894693050856,1749.0654194322772
534,SPY,2023-08-25,SPY,2023-09-08,480.0,C,0.01,0.01,0.01,0.01,6,0,0.0,4646,0.01,440.78,440.8,0.0,440.79,0.1424,0.0016,0.0004,-0.0018,0.0056,0.0003,0,0.0,4514,0.01,440.04,440.07,0.01,4867,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.14327425573099625,0.40222316276359904,0.08411431834098912,1617.834726635527
536,SPY,2023-08-25,SPY,2023-09-08,482.0,C,0.0,0.0,0.0,0.0,0,0,0.0,5227,0.01,440.78,440.8,0.0,440.79,0.1489,0.0015,0.0004,-0.0019,0.0053,0.0002,0,0.0,4644,0.01,440.04,440.07,0.0,229,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.14970714653368966,0.38761127672123774,0.08827232848965275,1502.4250184146795
538,SPY,2023-08-25,SPY,2023-09-08,484.0,C,0.0,0.0,0.0,0.0,0,0,0.0,5227,0.01,440.78,440.8,0.0,440.79,0.1553,0.0014,0.0003,-0.0019,0.0051,0.0002,0,0.0,5039,0.01,440.04,440.07,0.0,724,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.1560894723947395,0.37420487196316254,0.09241312115568429,1400.2928620096689
540,SPY,2023-08-25,SPY,2023-09-08,485.0,C,0.0,0.0,0.0,0.0,0,0,0.0,5395,0.01,440.78,440.8,0.0,440.79,0.1585,0.0014,0.0003,-0.0019,0.005,0.0002,0,0.0,4778,0.01,440.04,440.07,0.0,1188,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.1592622105088281,0.3679064709548605,0.09447710537653563,1353.5517137045963
542,SPY,2023-08-25,SPY,2023-09-08,486.0,C,0.0,0.0,0.0,0.0,0,0,0.0,5899,0.01,440.78,440.8,0.0,440.79,0.1617,0.0014,0.0003,-0.0019,0.0049,0.0002,0,0.0,4787,0.01,440.04,440.07,0.0,93,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.16242293284569134,0.3618558875734387,0.09653683833954627,1309.396833715611
544,SPY,2023-08-25,SPY,2023-09-08,488.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6783,0.01,440.78,440.8,0.0,440.79,0.1681,0.0013,0.0003,-0.0019,0.0047,0.0002,0,0.0,4902,0.01,440.04,440.07,0.0,2242,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.1687090818047682,0.3504399503951246,0.10064362029219961,1228.0815883293737
546,SPY,2023-08-25,SPY,2023-09-08,490.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6783,0.01,440.78,440.8,0.0,440.79,0.1743,0.0013,0.0003,-0.0019,0.0045,0.0002,0,0.0,4914,0.01,440.04,440.07,0.0,1434,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.17494934694439562,0.33985177374570275,0.10473360554372485,1154.9922811810031
548,SPY,2023-08-25,SPY,2023-09-08,492.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6783,0.01,440.78,440.8,0.0,440.79,0.1806,0.0013,0.0003,-0.0019,0.0044,0.0002,0,0.0,5005,0.01,440.04,440.07,0.0,574,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.18114504574642115,0.3300015954986714,0.10880693093136061,1089.0105303166874
550,SPY,2023-08-25,SPY,2023-09-08,494.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6783,0.01,440.78,440.8,0.0,440.79,0.1868,0.0012,0.0003,-0.0019,0.0042,0.0002,0,0.0,4932,0.01,440.04,440.07,0.0,298,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.1872973989224822,0.3208123903182477,0.11286373162697493,1029.2058978170771
552,SPY,2023-08-25,SPY,2023-09-08,495.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6908,0.01,440.78,440.8,0.0,440.79,0.1899,0.0012,0.0002,-0.0019,0.0041,0.0002,0,0.0,5016,0.01,440.04,440.07,0.0,1016,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.19035767873090143,0.31644451292672143,0.11488597700774279,1001.3712976142996
554,SPY,2023-08-25,SPY,2023-09-08,496.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6783,0.01,440.78,440.8,0.0,440.79,0.1929,0.0012,0.0002,-0.0019,0.0041,0.0002,0,0.0,5019,0.01,440.04,440.07,0.0,357,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.1934075417173143,0.3122176657077119,0.11690414116398004,974.7987077997255
556,SPY,2023-08-25,SPY,2023-09-08,498.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6783,0.01,440.78,440.8,0.0,440.79,0.199,0.0011,0.0002,-0.0019,0.0039,0.0002,0,0.0,5172,0.01,440.04,440.07,0.0,515,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.19947653349589706,0.3041597033864143,0.1209282914637054,925.1312516411151
558,SPY,2023-08-25,SPY,2023-09-08,500.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6783,0.01,440.78,440.8,0.0,440.79,0.2051,0.0011,0.0002,-0.0019,0.0038,0.0002,0,0.0,5672,0.01,440.04,440.07,0.0,1233,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.2055053659276699,0.2965881439481853,0.12493631286124435,879.6452713062946
560,SPY,2023-08-25,SPY,2023-09-08,502.0,C,0.0,0.0,0.0,0.0,0,0,0.0,6852,0.01,440.78,440.8,0.0,440.79,0.2111,0.0011,0.0002,-0.0019,0.0037,0.0002,0,0.0,6120,0.01,440.04,440.07,0.0,143,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.2114949700151557,0.2894588387249346,0.12892833413078172,837.864193159877
562,SPY,2023-08-25,SPY,2023-09-08,504.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7275,0.01,440.78,440.8,0.0,440.79,0.2171,0.0011,0.0002,-0.002,0.0036,0.0002,0,0.0,6512,0.01,440.04,440.07,0.0,44,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.21744622216341927,0.2827329115160763,0.13290448251042108,799.3789925435744
564,SPY,2023-08-25,SPY,2023-09-08,505.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7164,0.01,440.78,440.8,0.0,440.79,0.22,0.001,0.0002,-0.002,0.0036,0.0002,0,0.0,6687,0.01,440.04,440.07,0.0,129,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.22040772652038773,0.27951031472527516,0.13488664371441236,781.2601603782236
566,SPY,2023-08-25,SPY,2023-09-08,506.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7319,0.01,440.78,440.8,0.0,440.79,0.223,0.001,0.0002,-0.002,0.0035,0.0002,0,0.0,7355,0.01,440.04,440.07,0.0,546,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.2233599494514026,0.27637598657804613,0.13686488372651814,763.8368595698832
568,SPY,2023-08-25,SPY,2023-09-08,510.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7483,0.01,440.78,440.8,0.0,440.79,0.2348,0.001,0.0002,-0.002,0.0033,0.0002,0,0.0,7383,0.01,440.04,440.07,0.0,10210,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.2350779181289199,0.26465041329859423,0.14473894015742392,700.3984125911675
570,SPY,2023-08-25,SPY,2023-09-08,515.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7590,0.01,440.78,440.8,0.0,440.79,0.2494,0.0009,0.0001,-0.002,0.0031,0.0002,0,0.0,7412,0.01,440.04,440.07,0.0,353,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.24952741421724126,0.25159111065390594,0.15449511510278874,632.9808696006594
572,SPY,2023-08-25,SPY,2023-09-08,520.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7644,0.01,440.78,440.8,0.0,440.79,0.2637,0.0009,0.0001,-0.002,0.003,0.0001,0,0.0,7435,0.01,440.04,440.07,0.0,452,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.2637663469032263,0.2400149804153611,0.16415702601452556,576.0719082378616
574,SPY,2023-08-25,SPY,2023-09-08,525.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7758,0.01,440.78,440.8,0.0,440.79,0.2778,0.0008,0.0001,-0.002,0.0028,0.0001,0,0.0,7463,0.01,440.04,440.07,0.0,1916,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.2778037601441829,0.2296760585829578,0.17372647703067617,527.5109188620227
576,SPY,2023-08-25,SPY,2023-09-08,530.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7777,0.01,440.78,440.8,0.0,440.79,0.2918,0.0008,0.0001,-0.002,0.0027,0.0001,0,0.0,7463,0.01,440.04,440.07,0.0,3085,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.29164780090139,0.22038064529257528,0.18320522098522007,485.6762881957188
578,SPY,2023-08-25,SPY,2023-09-08,540.0,C,0.0,0.0,0.0,0.0,0,0,0.0,7834,0.01,440.78,440.8,0.0,440.79,0.3191,0.0007,0.0001,-0.002,0.0025,0.0001,0,0.0,7463,0.01,440.04,440.07,0.0,4844,,14,14D,0.038356164383561646,1.004932535004879,441.27655403852316,0.005,0.01,0.004975458377388214,0.31878471876764425,0.20433099213213507,0.20189735399737266,417.51154345702645
600,SPY,2023-08-25,SPY,2023-09-22,350.0,C,0.0,0.0,0.0,0.0,0,44,91.33,3,92.49,440.78,440.8,0.0,440.79,0.3487,0.9953,0.0004,0.0,0.0181,0.194,88,90.57,1,91.74,440.04,440.07,0.0,0,,28,1M,0.07671232876712329,1.007363507225674,441.20058153834646,91.91,1.1599999999999966,91.23816709732162,0.3112877677156505,1.1771775281739667,-0.23156645097830691,1.0298357110863392
602,SPY,2023-08-25,SPY,2023-09-22,355.0,C,0.0,0.0,0.0,0.0,0,22,86.35,4,87.52,440.78,440.8,0.0,440.79,0.3378,0.994,0.0004,0.0,0.0208,0.1968,88,85.6,33,86.81,440.04,440.07,0.0,0,,28,1M,0.07671232876712329,1.007363507225674,441.20058153834646,86.935,1.1700000000000017,86.29953276689866,0.3276386069944994,2.478844226968123,-0.21738181598635048,4.488763753066823
604,SPY,2023-08-25,SPY,2023-09-22,360.0,C,0.0,0.0,0.0,0.0,0,44,81.38,22,82.55,440.78,440.8,0.0,440.79,0.3211,0.9933,0.0005,-0.0008,0.0222,0.1993,3,80.63,33,81.84,440.04,440.07,0.0,1,,28,1M,0.07671232876712329,1.007363507225674,441.20058153834646,81.965,1.1700000000000017,81.36586188806406,0.3299532151427556,3.6958759571617508,-0.20339557401161057,9.978449186007925
606,SPY,2023-08-25,SPY,2023-09-22,365.0,C,0.0,0.0,0.0,0.0,0,44,76.41,3,77.57,440.78,440.8,0.0,440.79,0.3087,0.9919,0.0006,-0.0036,0.0288,0.2017,88,75.65,1,76.82,440.04,440.07,0.0,0,,28,1M,0.07671232876712329,1.007363507225674,441.20058153834646,76.99,1.1599999999999966,76.42722755764107,0.32442395770247606,4.781216519222916,-0.18960225187927476,16.988727261957663
